in s,C2 in V
1.1918272E-02,3.18604E-02
1.1918872E-02,2.89307E-02
1.1919472E-02,3.25928E-02
1.1920072E-02,2.52686E-02
1.1920672E-02,3.40576E-02
1.1921272E-02,3.03955E-02
1.1921872E-02,2.96631E-02
1.1922472E-02,2.96631E-02
1.1923072E-02,2.16064E-02
1.1923672E-02,2.89307E-02
1.1924272E-02,2.38037E-02
1.1924872E-02,2.89307E-02
1.1925472E-02,2.89307E-02
1.1926072E-02,2.81982E-02
1.1926672E-02,2.38037E-02
1.1927272E-02,2.96631E-02
1.1927872E-02,2.89307E-02
1.1928472E-02,3.18604E-02
1.1929072E-02,2.74658E-02
1.1929672E-02,2.67334E-02
1.1930272E-02,3.11279E-02
1.1930872E-02,2.60010E-02
1.1931472E-02,2.52686E-02
1.1932072E-02,2.45361E-02
1.1932672E-02,3.11279E-02
1.1933272E-02,2.96631E-02
1.1933872E-02,2.81982E-02
1.1934472E-02,2.23389E-02
1.1935072E-02,2.60010E-02
1.1935672E-02,2.81982E-02
1.1936272E-02,2.38037E-02
1.1936872E-02,2.81982E-02
1.1937472E-02,2.60010E-02
1.1938072E-02,2.67334E-02
1.1938672E-02,2.38037E-02
1.1939272E-02,2.52686E-02
1.1939872E-02,2.30713E-02
1.1940472E-02,2.67334E-02
1.1941072E-02,2.52686E-02
1.1941672E-02,2.52686E-02
1.1942272E-02,2.89307E-02
1.1942872E-02,2.23389E-02
1.1943472E-02,2.38037E-02
1.1944072E-02,2.45361E-02
1.1944672E-02,2.74658E-02
1.1945272E-02,1.64795E-02
1.1945872E-02,2.45361E-02
1.1946472E-02,2.45361E-02
1.1947072E-02,2.38037E-02
1.1947672E-02,2.38037E-02
1.1948272E-02,1.86768E-02
1.1948872E-02,2.52686E-02
1.1949472E-02,2.38037E-02
1.1950072E-02,2.60010E-02
1.1950672E-02,2.52686E-02
1.1951272E-02,2.30713E-02
1.1951872E-02,2.16064E-02
1.1952472E-02,2.16064E-02
1.1953072E-02,2.23389E-02
1.1953672E-02,2.38037E-02
1.1954272E-02,2.16064E-02
1.1954872E-02,1.94092E-02
1.1955472E-02,2.45361E-02
1.1956072E-02,2.16064E-02
1.1956672E-02,1.94092E-02
1.1957272E-02,2.01416E-02
1.1957872E-02,2.52686E-02
1.1958472E-02,2.16064E-02
1.1959072E-02,2.23389E-02
1.1959672E-02,2.16064E-02
1.1960272E-02,2.23389E-02
1.1960872E-02,2.08740E-02
1.1961472E-02,2.08740E-02
1.1962072E-02,1.72119E-02
1.1962672E-02,2.30713E-02
1.1963272E-02,2.30713E-02
1.1963872E-02,1.86768E-02
1.1964472E-02,2.16064E-02
1.1965072E-02,1.86768E-02
1.1965672E-02,2.30713E-02
1.1966272E-02,2.01416E-02
1.1966872E-02,2.30713E-02
1.1967472E-02,2.16064E-02
1.1968072E-02,1.86768E-02
1.1968672E-02,1.86768E-02
1.1969272E-02,2.08740E-02
1.1969872E-02,2.23389E-02
1.1970472E-02,1.28174E-02
1.1971072E-02,2.30713E-02
1.1971672E-02,1.79443E-02
1.1972272E-02,2.16064E-02
1.1972872E-02,1.79443E-02
1.1973472E-02,1.64795E-02
1.1974072E-02,1.86768E-02
1.1974672E-02,2.08740E-02
1.1975272E-02,1.72119E-02
1.1975872E-02,2.30713E-02
1.1976472E-02,2.38037E-02
1.1977072E-02,1.57471E-02
1.1977672E-02,1.72119E-02
1.1978272E-02,1.64795E-02
1.1978872E-02,1.57471E-02
1.1979472E-02,1.57471E-02
1.1980072E-02,1.57471E-02
1.1980672E-02,1.64795E-02
1.1981272E-02,1.64795E-02
1.1981872E-02,1.57471E-02
1.1982472E-02,1.35498E-02
1.1983072E-02,2.01416E-02
1.1983672E-02,1.42822E-02
1.1984272E-02,1.28174E-02
1.1984872E-02,1.42822E-02
1.1985472E-02,1.79443E-02
1.1986072E-02,1.64795E-02
1.1986672E-02,1.50146E-02
1.1987272E-02,1.35498E-02
1.1987872E-02,1.64795E-02
1.1988472E-02,1.86768E-02
1.1989072E-02,1.06201E-02
1.1989672E-02,1.94092E-02
1.1990272E-02,1.57471E-02
1.1990872E-02,1.72119E-02
1.1991472E-02,1.35498E-02
1.1992072E-02,1.57471E-02
1.1992672E-02,1.13525E-02
1.1993272E-02,1.64795E-02
1.1993872E-02,1.35498E-02
1.1994472E-02,1.35498E-02
1.1995072E-02,1.79443E-02
1.1995672E-02,9.88770E-03
1.1996272E-02,1.57471E-02
1.1996872E-02,1.13525E-02
1.1997472E-02,1.72119E-02
1.1998072E-02,1.06201E-02
1.1998672E-02,1.42822E-02
1.1999272E-02,1.50146E-02
1.1999872E-02,1.57471E-02
1.2000472E-02,1.28174E-02
1.2001072E-02,9.15527E-03
1.2001672E-02,1.57471E-02
1.2002272E-02,1.28174E-02
1.2002872E-02,1.20850E-02
1.2003472E-02,1.06201E-02
1.2004072E-02,1.42822E-02
1.2004672E-02,1.35498E-02
1.2005272E-02,1.50146E-02
1.2005872E-02,1.06201E-02
1.2006472E-02,9.15527E-03
1.2007072E-02,1.57471E-02
1.2007672E-02,9.88770E-03
1.2008272E-02,1.57471E-02
1.2008872E-02,1.13525E-02
1.2009472E-02,1.06201E-02
1.2010072E-02,1.06201E-02
1.2010672E-02,1.35498E-02
1.2011272E-02,1.13525E-02
1.2011872E-02,1.57471E-02
1.2012472E-02,9.15527E-03
1.2013072E-02,1.42822E-02
1.2013672E-02,1.35498E-02
1.2014272E-02,9.88770E-03
1.2014872E-02,1.20850E-02
1.2015472E-02,9.15527E-03
1.2016072E-02,1.57471E-02
1.2016672E-02,1.06201E-02
1.2017272E-02,1.20850E-02
1.2017872E-02,5.49316E-03
1.2018472E-02,1.06201E-02
1.2019072E-02,1.06201E-02
1.2019672E-02,9.15527E-03
1.2020272E-02,1.13525E-02
1.2020872E-02,9.88770E-03
1.2021472E-02,1.50146E-02
1.2022072E-02,8.42285E-03
1.2022672E-02,1.13525E-02
1.2023272E-02,1.09863E-03
1.2023872E-02,1.06201E-02
1.2024472E-02,9.15527E-03
1.2025072E-02,1.06201E-02
1.2025672E-02,6.22559E-03
1.2026272E-02,7.69043E-03
1.2026872E-02,1.13525E-02
1.2027472E-02,7.69043E-03
1.2028072E-02,9.15527E-03
1.2028672E-02,9.15527E-03
1.2029272E-02,1.20850E-02
1.2029872E-02,6.95801E-03
1.2030472E-02,8.42285E-03
1.2031072E-02,6.22559E-03
1.2031672E-02,5.49316E-03
1.2032272E-02,6.22559E-03
1.2032872E-02,6.95801E-03
1.2033472E-02,8.42285E-03
1.2034072E-02,9.88770E-03
1.2034672E-02,5.49316E-03
1.2035272E-02,3.29590E-03
1.2035872E-02,6.95801E-03
1.2036472E-02,5.49316E-03
1.2037072E-02,9.88770E-03
1.2037672E-02,5.49316E-03
1.2038272E-02,4.02832E-03
1.2038872E-02,7.69043E-03
1.2039472E-02,3.29590E-03
1.2040072E-02,5.49316E-03
1.2040672E-02,6.95801E-03
1.2041272E-02,6.22559E-03
1.2041872E-02,3.29590E-03
1.2042472E-02,7.69043E-03
1.2043072E-02,6.95801E-03
1.2043672E-02,7.69043E-03
1.2044272E-02,5.49316E-03
1.2044872E-02,4.76074E-03
1.2045472E-02,1.09863E-03
1.2046072E-02,5.49316E-03
1.2046672E-02,4.76074E-03
1.2047272E-02,2.56348E-03
1.2047872E-02,9.88770E-03
1.2048472E-02,-1.83105E-03
1.2049072E-02,7.69043E-03
1.2049672E-02,1.83105E-03
1.2050272E-02,7.69043E-03
1.2050872E-02,8.42285E-03
1.2051472E-02,2.56348E-03
1.2052072E-02,5.49316E-03
1.2052672E-02,4.02832E-03
1.2053272E-02,5.49316E-03
1.2053872E-02,3.29590E-03
1.2054472E-02,9.88770E-03
1.2055072E-02,3.29590E-03
1.2055672E-02,5.49316E-03
1.2056272E-02,1.83105E-03
1.2056872E-02,4.76074E-03
1.2057472E-02,5.49316E-03
1.2058072E-02,3.29590E-03
1.2058672E-02,3.29590E-03
1.2059272E-02,-1.83105E-03
1.2059872E-02,4.02832E-03
1.2060472E-02,-3.66211E-04
1.2061072E-02,5.49316E-03
1.2061672E-02,2.56348E-03
1.2062272E-02,3.66211E-04
1.2062872E-02,2.56348E-03
1.2063472E-02,3.29590E-03
1.2064072E-02,1.83105E-03
1.2064672E-02,1.83105E-03
1.2065272E-02,-1.09863E-03
1.2065872E-02,3.29590E-03
1.2066472E-02,4.02832E-03
1.2067072E-02,3.66211E-04
1.2067672E-02,1.09863E-03
1.2068272E-02,-3.66211E-04
1.2068872E-02,1.83105E-03
1.2069472E-02,3.66211E-04
1.2070072E-02,3.29590E-03
1.2070672E-02,-2.56348E-03
1.2071272E-02,1.09863E-03
1.2071872E-02,3.29590E-03
1.2072472E-02,-1.09863E-03
1.2073072E-02,4.76074E-03
1.2073672E-02,-4.76074E-03
1.2074272E-02,1.83105E-03
1.2074872E-02,4.76074E-03
1.2075472E-02,2.56348E-03
1.2076072E-02,-2.56348E-03
1.2076672E-02,1.83105E-03
1.2077272E-02,-1.83105E-03
1.2077872E-02,3.66211E-04
1.2078472E-02,-3.66211E-04
1.2079072E-02,-3.29590E-03
1.2079672E-02,3.29590E-03
1.2080272E-02,-1.09863E-03
1.2080872E-02,3.66211E-04
1.2081472E-02,-4.02832E-03
1.2082072E-02,3.29590E-03
1.2082672E-02,-2.56348E-03
1.2083272E-02,3.66211E-04
1.2083872E-02,-3.66211E-04
1.2084472E-02,-6.95801E-03
1.2085072E-02,-1.09863E-03
1.2085672E-02,-1.83105E-03
1.2086272E-02,3.29590E-03
1.2086872E-02,-3.66211E-04
1.2087472E-02,-1.09863E-03
1.2088072E-02,-1.83105E-03
1.2088672E-02,1.09863E-03
1.2089272E-02,-1.09863E-03
1.2089872E-02,1.09863E-03
1.2090472E-02,-3.66211E-04
1.2091072E-02,1.09863E-03
1.2091672E-02,3.66211E-04
1.2092272E-02,-3.29590E-03
1.2092872E-02,-3.29590E-03
1.2093472E-02,-2.56348E-03
1.2094072E-02,-1.09863E-03
1.2094672E-02,-4.02832E-03
1.2095272E-02,3.66211E-04
1.2095872E-02,-2.56348E-03
1.2096472E-02,-4.02832E-03
1.2097072E-02,-1.09863E-03
1.2097672E-02,-3.29590E-03
1.2098272E-02,3.29590E-03
1.2098872E-02,-4.76074E-03
1.2099472E-02,-2.56348E-03
1.2100072E-02,-4.76074E-03
1.2100672E-02,-3.66211E-04
1.2101272E-02,-1.06201E-02
1.2101872E-02,-1.83105E-03
1.2102472E-02,-3.29590E-03
1.2103072E-02,-1.83105E-03
1.2103672E-02,-3.29590E-03
1.2104272E-02,-7.69043E-03
1.2104872E-02,-2.56348E-03
1.2105472E-02,-2.56348E-03
1.2106072E-02,-1.09863E-03
1.2106672E-02,-1.28174E-02
1.2107272E-02,3.66211E-04
1.2107872E-02,-5.49316E-03
1.2108472E-02,-2.56348E-03
1.2109072E-02,-4.02832E-03
1.2109672E-02,-7.69043E-03
1.2110272E-02,-4.02832E-03
1.2110872E-02,-4.76074E-03
1.2111472E-02,-1.83105E-03
1.2112072E-02,-3.29590E-03
1.2112672E-02,-3.29590E-03
1.2113272E-02,-7.69043E-03
1.2113872E-02,-1.83105E-03
1.2114472E-02,-8.42285E-03
1.2115072E-02,-3.29590E-03
1.2115672E-02,-1.83105E-03
1.2116272E-02,-3.29590E-03
1.2116872E-02,-6.95801E-03
1.2117472E-02,-5.49316E-03
1.2118072E-02,-7.69043E-03
1.2118672E-02,-5.49316E-03
1.2119272E-02,-4.76074E-03
1.2119872E-02,-7.69043E-03
1.2120472E-02,-5.49316E-03
1.2121072E-02,-5.49316E-03
1.2121672E-02,-7.69043E-03
1.2122272E-02,-7.69043E-03
1.2122872E-02,-2.56348E-03
1.2123472E-02,-1.28174E-02
1.2124072E-02,-3.29590E-03
1.2124672E-02,-4.76074E-03
1.2125272E-02,-7.69043E-03
1.2125872E-02,-4.76074E-03
1.2126472E-02,-1.06201E-02
1.2127072E-02,-2.56348E-03
1.2127672E-02,-6.22559E-03
1.2128272E-02,-7.69043E-03
1.2128872E-02,-1.06201E-02
1.2129472E-02,-4.02832E-03
1.2130072E-02,-8.42285E-03
1.2130672E-02,-6.95801E-03
1.2131272E-02,-5.49316E-03
1.2131872E-02,-9.15527E-03
1.2132472E-02,-4.76074E-03
1.2133072E-02,-8.42285E-03
1.2133672E-02,-5.49316E-03
1.2134272E-02,-7.69043E-03
1.2134872E-02,-8.42285E-03
1.2135472E-02,-1.06201E-02
1.2136072E-02,-5.49316E-03
1.2136672E-02,-6.22559E-03
1.2137272E-02,-6.95801E-03
1.2137872E-02,-5.49316E-03
1.2138472E-02,-1.13525E-02
1.2139072E-02,-4.02832E-03
1.2139672E-02,-7.69043E-03
1.2140272E-02,-1.20850E-02
1.2140872E-02,-1.06201E-02
1.2141472E-02,-6.22559E-03
1.2142072E-02,-1.28174E-02
1.2142672E-02,-9.15527E-03
1.2143272E-02,-7.69043E-03
1.2143872E-02,-7.69043E-03
1.2144472E-02,-7.69043E-03
1.2145072E-02,-1.13525E-02
1.2145672E-02,-1.28174E-02
1.2146272E-02,-7.69043E-03
1.2146872E-02,-8.42285E-03
1.2147472E-02,-9.88770E-03
1.2148072E-02,-7.69043E-03
1.2148672E-02,-1.13525E-02
1.2149272E-02,-1.06201E-02
1.2149872E-02,-1.13525E-02
1.2150472E-02,-9.88770E-03
1.2151072E-02,-7.69043E-03
1.2151672E-02,-1.35498E-02
1.2152272E-02,-7.69043E-03
1.2152872E-02,-1.06201E-02
1.2153472E-02,-7.69043E-03
1.2154072E-02,-1.50146E-02
1.2154672E-02,-1.06201E-02
1.2155272E-02,-1.06201E-02
1.2155872E-02,-1.13525E-02
1.2156472E-02,-1.20850E-02
1.2157072E-02,-1.50146E-02
1.2157672E-02,-8.42285E-03
1.2158272E-02,-1.64795E-02
1.2158872E-02,-1.13525E-02
1.2159472E-02,-1.28174E-02
1.2160072E-02,-1.06201E-02
1.2160672E-02,-1.06201E-02
1.2161272E-02,-9.88770E-03
1.2161872E-02,-8.42285E-03
1.2162472E-02,-1.72119E-02
1.2163072E-02,-9.88770E-03
1.2163672E-02,-1.28174E-02
1.2164272E-02,-6.95801E-03
1.2164872E-02,-1.50146E-02
1.2165472E-02,-9.88770E-03
1.2166072E-02,-1.35498E-02
1.2166672E-02,-1.13525E-02
1.2167272E-02,-1.35498E-02
1.2167872E-02,-1.35498E-02
1.2168472E-02,-1.06201E-02
1.2169072E-02,-1.35498E-02
1.2169672E-02,-1.28174E-02
1.2170272E-02,-1.06201E-02
1.2170872E-02,-1.42822E-02
1.2171472E-02,-1.57471E-02
1.2172072E-02,-1.13525E-02
1.2172672E-02,-9.88770E-03
1.2173272E-02,-7.69043E-03
1.2173872E-02,-1.57471E-02
1.2174472E-02,-1.20850E-02
1.2175072E-02,-1.20850E-02
1.2175672E-02,-1.06201E-02
1.2176272E-02,-1.42822E-02
1.2176872E-02,-1.35498E-02
1.2177472E-02,-6.95801E-03
1.2178072E-02,-1.57471E-02
1.2178672E-02,-1.13525E-02
1.2179272E-02,-1.57471E-02
1.2179872E-02,-7.69043E-03
1.2180472E-02,-1.57471E-02
1.2181072E-02,-1.13525E-02
1.2181672E-02,-1.50146E-02
1.2182272E-02,-1.13525E-02
1.2182872E-02,-1.57471E-02
1.2183472E-02,-1.57471E-02
1.2184072E-02,-1.20850E-02
1.2184672E-02,-2.38037E-02
1.2185272E-02,-9.88770E-03
1.2185872E-02,-1.64795E-02
1.2186472E-02,-9.88770E-03
1.2187072E-02,-1.57471E-02
1.2187672E-02,-1.42822E-02
1.2188272E-02,-1.50146E-02
1.2188872E-02,-1.35498E-02
1.2189472E-02,-1.57471E-02
1.2190072E-02,-1.50146E-02
1.2190672E-02,-1.50146E-02
1.2191272E-02,-1.79443E-02
1.2191872E-02,-1.13525E-02
1.2192472E-02,-1.42822E-02
1.2193072E-02,-1.28174E-02
1.2193672E-02,-1.50146E-02
1.2194272E-02,-1.35498E-02
1.2194872E-02,-1.50146E-02
1.2195472E-02,-1.57471E-02
1.2196072E-02,-1.64795E-02
1.2196672E-02,-1.35498E-02
1.2197272E-02,-1.20850E-02
1.2197872E-02,-1.42822E-02
1.2198472E-02,-1.28174E-02
1.2199072E-02,-2.08740E-02
1.2199672E-02,-1.35498E-02
1.2200272E-02,-1.20850E-02
1.2200872E-02,-1.28174E-02
1.2201472E-02,-1.94092E-02
1.2202072E-02,-1.64795E-02
1.2202672E-02,-1.20850E-02
1.2203272E-02,-1.64795E-02
1.2203872E-02,-1.86768E-02
1.2204472E-02,-1.42822E-02
1.2205072E-02,-1.42822E-02
1.2205672E-02,-1.79443E-02
1.2206272E-02,-1.13525E-02
1.2206872E-02,-2.16064E-02
1.2207472E-02,-1.72119E-02
1.2208072E-02,-1.50146E-02
1.2208672E-02,-1.64795E-02
1.2209272E-02,-1.28174E-02
1.2209872E-02,-2.08740E-02
1.2210472E-02,-1.35498E-02
1.2211072E-02,-1.86768E-02
1.2211672E-02,-1.35498E-02
1.2212272E-02,-1.64795E-02
1.2212872E-02,-1.79443E-02
1.2213472E-02,-1.86768E-02
1.2214072E-02,-1.50146E-02
1.2214672E-02,-1.50146E-02
1.2215272E-02,-2.23389E-02
1.2215872E-02,-1.06201E-02
1.2216472E-02,-1.64795E-02
1.2217072E-02,-1.50146E-02
1.2217672E-02,-1.57471E-02
1.2218272E-02,-1.57471E-02
1.2218872E-02,-2.01416E-02
1.2219472E-02,-1.57471E-02
1.2220072E-02,-1.72119E-02
1.2220672E-02,-1.20850E-02
1.2221272E-02,-1.20850E-02
1.2221872E-02,-1.79443E-02
1.2222472E-02,-1.42822E-02
1.2223072E-02,-1.94092E-02
1.2223672E-02,-2.08740E-02
1.2224272E-02,-1.64795E-02
1.2224872E-02,-1.57471E-02
1.2225472E-02,-1.79443E-02
1.2226072E-02,-1.42822E-02
1.2226672E-02,-1.86768E-02
1.2227272E-02,-1.72119E-02
1.2227872E-02,-2.01416E-02
1.2228472E-02,-1.72119E-02
1.2229072E-02,-2.30713E-02
1.2229672E-02,-1.86768E-02
1.2230272E-02,-1.35498E-02
1.2230872E-02,-1.79443E-02
1.2231472E-02,-1.86768E-02
1.2232072E-02,-2.45361E-02
1.2232672E-02,-1.57471E-02
1.2233272E-02,-1.79443E-02
1.2233872E-02,-1.79443E-02
1.2234472E-02,-1.72119E-02
1.2235072E-02,-1.86768E-02
1.2235672E-02,-1.50146E-02
1.2236272E-02,-2.23389E-02
1.2236872E-02,-1.57471E-02
1.2237472E-02,-1.86768E-02
1.2238072E-02,-1.20850E-02
1.2238672E-02,-2.01416E-02
1.2239272E-02,-1.94092E-02
1.2239872E-02,-1.86768E-02
1.2240472E-02,-2.08740E-02
1.2241072E-02,-1.94092E-02
1.2241672E-02,-1.79443E-02
1.2242272E-02,-1.86768E-02
1.2242872E-02,-2.16064E-02
1.2243472E-02,-1.72119E-02
1.2244072E-02,-2.30713E-02
1.2244672E-02,-1.28174E-02
1.2245272E-02,-2.08740E-02
1.2245872E-02,-2.30713E-02
1.2246472E-02,-1.86768E-02
1.2247072E-02,-1.94092E-02
1.2247672E-02,-1.86768E-02
1.2248272E-02,-1.79443E-02
1.2248872E-02,-2.16064E-02
1.2249472E-02,-1.94092E-02
1.2250072E-02,-1.64795E-02
1.2250672E-02,-2.38037E-02
1.2251272E-02,-1.72119E-02
1.2251872E-02,-1.64795E-02
1.2252472E-02,-2.16064E-02
1.2253072E-02,-2.08740E-02
1.2253672E-02,-2.01416E-02
1.2254272E-02,-2.08740E-02
1.2254872E-02,-1.94092E-02
1.2255472E-02,-1.94092E-02
1.2256072E-02,-2.08740E-02
1.2256672E-02,-1.20850E-02
1.2257272E-02,-2.30713E-02
1.2257872E-02,-1.72119E-02
1.2258472E-02,-1.86768E-02
1.2259072E-02,-1.94092E-02
1.2259672E-02,-2.30713E-02
1.2260272E-02,-1.94092E-02
1.2260872E-02,-1.64795E-02
1.2261472E-02,-1.79443E-02
1.2262072E-02,-1.94092E-02
1.2262672E-02,-2.52686E-02
1.2263272E-02,-1.79443E-02
1.2263872E-02,-2.16064E-02
1.2264472E-02,-1.86768E-02
1.2265072E-02,-2.23389E-02
1.2265672E-02,-2.08740E-02
1.2266272E-02,-2.08740E-02
1.2266872E-02,-2.01416E-02
1.2267472E-02,-2.08740E-02
1.2268072E-02,-2.96631E-02
1.2268672E-02,-2.01416E-02
1.2269272E-02,-2.16064E-02
1.2269872E-02,-1.64795E-02
1.2270472E-02,-1.86768E-02
1.2271072E-02,-2.38037E-02
1.2271672E-02,-2.16064E-02
1.2272272E-02,-1.86768E-02
1.2272872E-02,-2.08740E-02
1.2273472E-02,-1.94092E-02
1.2274072E-02,-1.94092E-02
1.2274672E-02,-1.72119E-02
1.2275272E-02,-1.94092E-02
1.2275872E-02,-2.01416E-02
1.2276472E-02,-2.08740E-02
1.2277072E-02,-2.01416E-02
1.2277672E-02,-1.86768E-02
1.2278272E-02,-2.23389E-02
1.2278872E-02,-1.64795E-02
1.2279472E-02,-2.38037E-02
1.2280072E-02,-2.30713E-02
1.2280672E-02,-2.30713E-02
1.2281272E-02,-2.16064E-02
1.2281872E-02,-2.08740E-02
1.2282472E-02,-2.23389E-02
1.2283072E-02,-2.16064E-02
1.2283672E-02,-2.08740E-02
1.2284272E-02,-2.08740E-02
1.2284872E-02,-3.11279E-02
1.2285472E-02,-1.79443E-02
1.2286072E-02,-2.30713E-02
1.2286672E-02,-2.01416E-02
1.2287272E-02,-2.16064E-02
1.2287872E-02,-2.23389E-02
1.2288472E-02,-2.23389E-02
1.2289072E-02,-2.30713E-02
1.2289672E-02,-1.86768E-02
1.2290272E-02,-2.67334E-02
1.2290872E-02,-1.72119E-02
1.2291472E-02,-2.38037E-02
1.2292072E-02,-2.01416E-02
1.2292672E-02,-2.60010E-02
1.2293272E-02,-2.45361E-02
1.2293872E-02,-2.16064E-02
1.2294472E-02,-2.08740E-02
1.2295072E-02,-2.30713E-02
1.2295672E-02,-2.16064E-02
1.2296272E-02,-2.38037E-02
1.2296872E-02,-2.30713E-02
1.2297472E-02,-2.23389E-02
1.2298072E-02,-2.16064E-02
1.2298672E-02,-1.79443E-02
1.2299272E-02,-2.16064E-02
1.2299872E-02,-2.23389E-02
1.2300472E-02,-2.60010E-02
1.2301072E-02,-2.01416E-02
1.2301672E-02,-2.45361E-02
1.2302272E-02,-2.67334E-02
1.2302872E-02,-2.01416E-02
1.2303472E-02,-2.45361E-02
1.2304072E-02,-2.38037E-02
1.2304672E-02,-2.52686E-02
1.2305272E-02,-2.16064E-02
1.2305872E-02,-2.23389E-02
1.2306472E-02,-1.94092E-02
1.2307072E-02,-3.33252E-02
1.2307672E-02,-2.45361E-02
1.2308272E-02,-2.23389E-02
1.2308872E-02,-2.45361E-02
1.2309472E-02,-2.16064E-02
1.2310072E-02,-2.67334E-02
1.2310672E-02,-2.38037E-02
1.2311272E-02,-2.52686E-02
1.2311872E-02,-2.52686E-02
1.2312472E-02,-2.45361E-02
1.2313072E-02,-2.30713E-02
1.2313672E-02,-2.01416E-02
1.2314272E-02,-2.38037E-02
1.2314872E-02,-2.01416E-02
1.2315472E-02,-3.11279E-02
1.2316072E-02,-2.23389E-02
1.2316672E-02,-2.52686E-02
1.2317272E-02,-1.86768E-02
1.2317872E-02,-2.38037E-02
1.2318472E-02,-2.52686E-02
1.2319072E-02,-2.60010E-02
1.2319672E-02,-2.16064E-02
1.2320272E-02,-2.45361E-02
1.2320872E-02,-2.23389E-02
1.2321472E-02,-2.23389E-02
1.2322072E-02,-2.45361E-02
1.2322672E-02,-2.08740E-02
1.2323272E-02,-2.45361E-02
1.2323872E-02,-2.67334E-02
1.2324472E-02,-2.60010E-02
1.2325072E-02,-2.01416E-02
1.2325672E-02,-2.23389E-02
1.2326272E-02,-2.38037E-02
1.2326872E-02,-2.81982E-02
1.2327472E-02,-2.45361E-02
1.2328072E-02,-2.38037E-02
1.2328672E-02,-2.52686E-02
1.2329272E-02,-3.03955E-02
1.2329872E-02,-2.45361E-02
1.2330472E-02,-2.16064E-02
1.2331072E-02,-2.67334E-02
1.2331672E-02,-2.45361E-02
1.2332272E-02,-2.67334E-02
1.2332872E-02,-2.38037E-02
1.2333472E-02,-2.74658E-02
1.2334072E-02,-2.30713E-02
1.2334672E-02,-2.16064E-02
1.2335272E-02,-2.30713E-02
1.2335872E-02,-2.67334E-02
1.2336472E-02,-2.52686E-02
1.2337072E-02,-2.38037E-02
1.2337672E-02,-2.74658E-02
1.2338272E-02,-2.08740E-02
1.2338872E-02,-2.60010E-02
1.2339472E-02,-2.23389E-02
1.2340072E-02,-2.67334E-02
1.2340672E-02,-2.81982E-02
1.2341272E-02,-2.23389E-02
1.2341872E-02,-2.16064E-02
1.2342472E-02,-2.52686E-02
1.2343072E-02,-2.74658E-02
1.2343672E-02,-2.45361E-02
1.2344272E-02,-2.74658E-02
1.2344872E-02,-2.38037E-02
1.2345472E-02,-2.67334E-02
1.2346072E-02,-2.74658E-02
1.2346672E-02,-2.52686E-02
1.2347272E-02,-2.45361E-02
1.2347872E-02,-2.67334E-02
1.2348472E-02,-2.60010E-02
1.2349072E-02,-2.96631E-02
1.2349672E-02,-2.45361E-02
1.2350272E-02,-2.23389E-02
1.2350872E-02,-2.38037E-02
1.2351472E-02,-2.74658E-02
1.2352072E-02,-2.67334E-02
1.2352672E-02,-2.52686E-02
1.2353272E-02,-2.52686E-02
1.2353872E-02,-2.38037E-02
1.2354472E-02,-2.96631E-02
1.2355072E-02,-2.38037E-02
1.2355672E-02,-2.60010E-02
1.2356272E-02,-2.67334E-02
1.2356872E-02,-2.16064E-02
1.2357472E-02,-2.89307E-02
1.2358072E-02,-2.23389E-02
1.2358672E-02,-2.67334E-02
1.2359272E-02,-2.23389E-02
1.2359872E-02,-2.67334E-02
1.2360472E-02,-2.38037E-02
1.2361072E-02,-2.67334E-02
1.2361672E-02,-2.38037E-02
1.2362272E-02,-2.23389E-02
1.2362872E-02,-3.25928E-02
1.2363472E-02,-2.45361E-02
1.2364072E-02,-3.11279E-02
1.2364672E-02,-2.60010E-02
1.2365272E-02,-3.25928E-02
1.2365872E-02,-2.45361E-02
1.2366472E-02,-2.67334E-02
1.2367072E-02,-2.60010E-02
1.2367672E-02,-2.74658E-02
1.2368272E-02,-3.40576E-02
1.2368872E-02,-2.45361E-02
1.2369472E-02,-2.67334E-02
1.2370072E-02,-2.45361E-02
1.2370672E-02,-2.74658E-02
1.2371272E-02,-2.67334E-02
1.2371872E-02,-2.96631E-02
1.2372472E-02,-2.60010E-02
1.2373072E-02,-2.52686E-02
1.2373672E-02,-2.38037E-02
1.2374272E-02,-2.60010E-02
1.2374872E-02,-2.67334E-02
1.2375472E-02,-2.74658E-02
1.2376072E-02,-2.60010E-02
1.2376672E-02,-3.11279E-02
1.2377272E-02,-2.60010E-02
1.2377872E-02,-2.38037E-02
1.2378472E-02,-2.81982E-02
1.2379072E-02,-2.60010E-02
1.2379672E-02,-2.96631E-02
1.2380272E-02,-2.67334E-02
1.2380872E-02,-2.96631E-02
1.2381472E-02,-2.52686E-02
1.2382072E-02,-2.60010E-02
1.2382672E-02,-2.74658E-02
1.2383272E-02,-2.89307E-02
1.2383872E-02,-2.67334E-02
1.2384472E-02,-2.30713E-02
1.2385072E-02,-3.25928E-02
1.2385672E-02,-2.45361E-02
1.2386272E-02,-2.60010E-02
1.2386872E-02,-2.16064E-02
1.2387472E-02,-2.96631E-02
1.2388072E-02,-2.52686E-02
1.2388672E-02,-2.74658E-02
1.2389272E-02,-2.96631E-02
1.2389872E-02,-2.81982E-02
1.2390472E-02,-3.47900E-02
1.2391072E-02,-2.52686E-02
1.2391672E-02,-2.96631E-02
1.2392272E-02,-2.74658E-02
1.2392872E-02,-2.67334E-02
